"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.11387840127892,0.892,0.267,0,"0","G6PC3"
0,1.25037197205531,0.866,0.241,0,"0","NT5C"
0,0.924528721220927,0.928,0.303,0,"0","MRPL34"
0,1.11082617173318,0.901,0.277,0,"0","RCN1"
0,1.47243518933448,0.859,0.235,0,"0","OSBPL8"
0,1.41052543634814,0.836,0.212,0,"0","UBE3A"
0,0.829670761344623,0.941,0.317,0,"0","RHOBTB3"
0,1.55330205097592,0.777,0.154,0,"0","STRADB"
0,1.10240410624253,0.846,0.223,0,"0","GLRX5"
0,1.63623785714009,0.766,0.143,0,"0","PANK2"
0,1.21458757102181,0.929,0.306,0,"0","COMMD7"
0,0.847467681491171,0.893,0.27,0,"0","MUM1"
0,1.71689823465767,0.799,0.177,0,"0","MAPK1"
0,1.6294582537342,0.893,0.271,0,"0","GATM"
0,1.87627241561241,0.771,0.149,0,"0","EFTUD2"
0,1.07293514741002,0.868,0.246,0,"0","SLC39A6"
0,1.66751355157536,0.758,0.136,0,"0","VAPB"
0,1.37849824104601,0.833,0.211,0,"0","OGFR"
0,1.26068834818638,0.778,0.156,0,"0","CCDC130"
0,1.0735087734701,0.875,0.253,0,"0","ACTN4"
0,1.79697883312204,0.764,0.143,0,"0","MAN1A2"
0,1.08179011835177,0.826,0.205,0,"0","SPTBN1"
0,0.678153765173601,0.803,0.182,0,"0","SWI5"
0,1.07644307814803,0.809,0.188,0,"0","PCDH9"
0,0.822105716264543,0.808,0.187,0,"0","IFT43"
0,1.56779951337732,0.796,0.175,0,"0","MBOAT7"
0,1.18155057867826,0.926,0.306,0,"0","MRPL4"
0,3.70785102322037,0.669,0.049,0,"0","LGR4"
0,1.06936119576664,0.842,0.222,0,"0","KIF21A"
0,1.38662320888935,0.791,0.171,0,"0","DDX52"
0,1.83877976848335,0.762,0.142,0,"0","GALNT1"
0,1.83389654671485,0.981,0.361,0,"0","CHMP4B"
0,0.808730248475739,0.889,0.269,0,"0","ISOC2"
0,1.63315880510994,0.757,0.138,0,"0","REEP2"
0,1.362447381879,0.838,0.219,0,"0","PDCD2"
0,1.60626724352243,0.79,0.171,0,"0","BCAT1"
0,0.913364949994343,0.888,0.269,0,"0","PABPN1"
0,2.04171394933153,0.742,0.123,0,"0","PITPNA"
0,0.960504807976641,0.864,0.245,0,"0","GPS1"
0,0.896212779882772,0.95,0.331,0,"0","ELOF1"
0,1.00324270023834,0.889,0.27,0,"0","TNRC6B"
0,0.828808759261667,0.933,0.315,0,"0","BBX"
0,1.34154403023036,0.915,0.297,0,"0","NME4"
0,1.32824879989602,0.795,0.177,0,"0","RNF24"
0,1.57712718356206,0.972,0.354,0,"0","PTP4A2"
0,2.00487346172432,0.721,0.103,0,"0","GRIA3"
0,1.54628633748776,0.993,0.375,0,"0","NOVA1"
0,1.14564408937162,0.853,0.235,0,"0","ANKRD11"
0,1.08616018665171,0.964,0.346,0,"0","PMP22"
0,1.51947598546102,0.814,0.196,0,"0","MCUR1"
0,0.922905189943183,0.897,0.28,0,"0","FAM200B"
0,1.2538014707119,0.856,0.239,0,"0","CAPRIN1"
0,0.93801627446659,0.851,0.234,0,"0","FLYWCH2"
0,0.842575478468754,0.885,0.268,0,"0","PRPF6"
0,1.6275523008969,0.751,0.134,0,"0","HSD11B1L"
0,1.05758823947236,0.958,0.341,0,"0","PTOV1"
0,1.00814038858745,0.911,0.295,0,"0","EIF3J"
0,1.84800295725506,0.992,0.376,0,"0","CNN3"
0,0.617726274410269,0.866,0.25,0,"0","DTYMK"
0,1.56586774633445,0.781,0.165,0,"0","ABHD2"
0,1.72049844571743,0.748,0.132,0,"0","CERS4"
0,0.304296325891778,0.946,0.33,0,"0","CALD1"
0,0.976816168660742,0.939,0.323,0,"0","RNF114"
0,0.756132645265085,0.805,0.19,0,"0","KIF5C"
0,0.967967607440197,0.836,0.221,0,"0","LYRM2"
0,1.37225447486999,0.823,0.209,0,"0","SLC52A2"
0,1.06680690125236,0.768,0.154,0,"0","PEMT"
0,1.73159784730896,0.726,0.112,0,"0","TNFAIP1"
0,1.03413677810127,0.865,0.251,0,"0","NT5C3B"
0,1.13975510473642,0.862,0.248,0,"0","TOMM40"
0,1.22931237388279,0.952,0.338,0,"0","DDX17"
0,1.74234251107681,0.745,0.132,0,"0","SV2A"
0,1.82544549386191,0.739,0.126,0,"0","PSD3"
0,0.863037273661,0.888,0.275,0,"0","TIMM10"
0,3.62313149585832,0.661,0.048,0,"0","EFNB2"
0,1.06360291248449,0.825,0.212,0,"0","MARK3"
0,1.46440103148249,0.805,0.192,0,"0","GLG1"
0,0.96435286178964,0.876,0.263,0,"0","PSMD12"
0,0.737650920213695,0.901,0.288,0,"0","MRPL40"
0,1.11767259053522,0.933,0.32,0,"0","SMARCB1"
0,1.02929615975116,0.924,0.312,0,"0","NSA2"
0,1.18034837387975,0.936,0.324,0,"0","DDRGK1"
0,1.92491794196341,0.73,0.118,0,"0","DAG1"
0,1.06040634478285,0.84,0.228,0,"0","ZFR"
0,1.07830204757134,0.832,0.22,0,"0","PRKDC"
0,0.889426092685988,0.86,0.248,0,"0","DDA1"
0,0.73603448145343,0.916,0.305,0,"0","ITGB1BP1"
0,2.0676895694941,0.997,0.386,0,"0","GAP43"
0,1.39674166180852,0.796,0.185,0,"0","PIGX"
0,1.13075845055378,0.917,0.306,0,"0","PAIP1"
0,1.38138106785208,0.854,0.243,0,"0","IDI1"
0,1.51695832775104,0.791,0.18,0,"0","PGM2L1"
0,1.1128734634403,0.925,0.314,0,"0","MLEC"
0,0.876113126274084,0.844,0.233,0,"0","RALBP1"
