"","pseudotime","UPR_Rheostat_SD","UPR_Rheostat_Range","UPR_Rheostat_CV","UPR_Balance","Dominant_UPR"
"102_61",8.03912417037799,0.34918565161243,0.697968511272243,-0.323444140118223,0.87263497913752,"IRE1_score"
"102_66",6.58865988427526,0.932261633869158,1.84301074419173,1.79724877054519,0.730232365976948,"ATF6_score"
"102_67",9.16929553666011,1.48939111461402,2.97633384815687,-6.27404852489168,0.720968895737364,"ATF6_score"
"102_70",7.62142832672415,1.19885722187638,2.27862229743668,0.805764261624628,0.77989071569141,"IRE1_score"
"102_73",7.64748708346141,0.369222141592943,0.702710810594539,-0.274550569079139,0.882257253263548,"IRE1_score"
"102_76",8.96833541558155,0.640326165404364,1.18474663911489,1.81358754150344,0.830985964663228,"ATF6_score"
"102_77",7.99741293277559,1.24353153417618,2.32750513416835,14.9093318826567,0.779499432869385,"IRE1_score"
"102_78",5.83736327349045,0.637875189136549,1.16165170761059,-5.65792735127087,0.832112709975395,"IRE1_score"
"102_79",6.94820065022557,0.755128676814737,1.50776062161046,-0.612234974730089,0.774764531707612,"IRE1_score"
"102_82",5.9728102633507,0.971766473143314,1.85345189909521,0.52298828366243,0.794040892025451,"ATF6_score"
"102_84",4.95810806521329,0.538539614560565,1.06958523882331,-2.21895609114191,0.832594931093196,"PERK_score"
"102_87",4.90479075017294,0.5520949598181,1.09774564554283,1.70165751204979,0.829181344629437,"ATF6_score"
"102_88",4.18780804578544,0.894856906234487,1.77336108389859,-2.25539509177919,0.73928366185311,"ATF6_score"
"102_90",7.77901393472339,0.686889700928363,1.20907750012277,9.058909610382,0.826534210960773,"IRE1_score"
